run_id,rep,load_prices_sec,align_weights_sec,compute_metrics_sec,total_sec,io_read_mb,cpu_mean_pct,cpu_peak_pct,rss_peak_mb,cache_dropped,implementation,storage_format,portfolio_scale,phase
598d5d76-1578-4a7d-9641-2dbda33a7909,1,0.008796,0.042865,5.604988,5.656649,0.0,16.7,100.0,21940.1,False,numpy_vectorised,csv_wide,1000000,1_csv_baseline
598d5d76-1578-4a7d-9641-2dbda33a7909,2,0.009205,0.046913,5.549549,5.6056669999999995,0.0,16.9,100.0,21940.1,False,numpy_vectorised,csv_wide,1000000,1_csv_baseline
598d5d76-1578-4a7d-9641-2dbda33a7909,3,0.009217,0.042111,5.54777,5.599098,0.0,16.8,100.0,21940.1,False,numpy_vectorised,csv_wide,1000000,1_csv_baseline
598d5d76-1578-4a7d-9641-2dbda33a7909,4,0.009213,0.042607,5.557943,5.609763,0.0,17.0,100.0,21940.1,False,numpy_vectorised,csv_wide,1000000,1_csv_baseline
5e524d6c-19d2-4434-9655-b743b1e74e08,0,0.004453,0.010489,0.142835,0.157777,0.0,79.4,100.0,322.0,False,rust_rayon_nightly,parquet_wide_uncompressed,100000,3_compute_opt
5e524d6c-19d2-4434-9655-b743b1e74e08,1,0.004172,0.010311,0.137852,0.152335,0.0,77.6,100.0,324.9,False,rust_rayon_nightly,parquet_wide_uncompressed,100000,3_compute_opt
5e524d6c-19d2-4434-9655-b743b1e74e08,2,0.004305,0.010325,0.136867,0.151497,0.0,77.4,100.0,325.6,False,rust_rayon_nightly,parquet_wide_uncompressed,100000,3_compute_opt
5e524d6c-19d2-4434-9655-b743b1e74e08,3,0.004053,0.010454,0.139908,0.154415,0.0,77.9,100.0,326.0,False,rust_rayon_nightly,parquet_wide_uncompressed,100000,3_compute_opt
5e524d6c-19d2-4434-9655-b743b1e74e08,4,0.004147,0.010359,0.138095,0.152601,0.0,77.4,100.0,326.3,False,rust_rayon_nightly,parquet_wide_uncompressed,100000,3_compute_opt
5e7aa85b-6457-44cc-b5dd-ca174044b9d4,0,0.004268,0.004706,0.556773,0.565747,0.0,28.0,100.0,3108.1,False,numpy_vectorised,parquet_wide_snappy,100000,2_storage_opt
5e7aa85b-6457-44cc-b5dd-ca174044b9d4,1,0.003883,0.004662,0.559976,0.568521,0.0,29.5,100.0,3109.5,False,numpy_vectorised,parquet_wide_snappy,100000,2_storage_opt
5e7aa85b-6457-44cc-b5dd-ca174044b9d4,2,0.004186,0.0047,0.557842,0.5667279999999999,0.0,28.0,100.0,3110.2,False,numpy_vectorised,parquet_wide_snappy,100000,2_storage_opt
5e7aa85b-6457-44cc-b5dd-ca174044b9d4,3,0.004743,0.004604,0.560433,0.56978,0.0,29.4,100.0,3110.8,False,numpy_vectorised,parquet_wide_snappy,100000,2_storage_opt
5e7aa85b-6457-44cc-b5dd-ca174044b9d4,4,0.004105,0.0048,0.564786,0.5736910000000001,0.0,28.1,100.0,3111.8,False,numpy_vectorised,parquet_wide_snappy,100000,2_storage_opt
696c32f8-7901-4e61-b18b-f8d3f1648c87,0,0.069427,0.04312,5.648053,5.7606,0.0,16.7,100.0,21938.9,False,numpy_vectorised,csv_per_stock,1000000,1_csv_baseline
696c32f8-7901-4e61-b18b-f8d3f1648c87,1,0.068711,0.04268,5.646561,5.757952,0.0,17.0,100.0,21938.9,False,numpy_vectorised,csv_per_stock,1000000,1_csv_baseline
696c32f8-7901-4e61-b18b-f8d3f1648c87,2,0.069403,0.043441,5.609673,5.722517,0.0,16.9,100.0,21938.9,False,numpy_vectorised,csv_per_stock,1000000,1_csv_baseline
696c32f8-7901-4e61-b18b-f8d3f1648c87,3,0.069146,0.042741,5.672646,5.784533000000001,0.0,16.8,100.0,21938.9,False,numpy_vectorised,csv_per_stock,1000000,1_csv_baseline
696c32f8-7901-4e61-b18b-f8d3f1648c87,4,0.070305,0.043783,5.758713,5.872801,0.0,16.4,100.0,21938.9,False,numpy_vectorised,csv_per_stock,1000000,1_csv_baseline
6a10d7e3-d35e-4761-b97f-cf5efab660eb,0,0.006646,0.000771,0.003609,0.011026,0.0,19.4,19.4,373.2,False,java_vector_api,parquet_wide_uncompressed,1000,2_storage_opt
6a10d7e3-d35e-4761-b97f-cf5efab660eb,1,0.004912,0.000635,0.003153,0.0087,0.0,20.0,20.0,376.0,False,java_vector_api,parquet_wide_uncompressed,1000,2_storage_opt
6a10d7e3-d35e-4761-b97f-cf5efab660eb,2,0.004711,0.001085,0.002716,0.008512,0.0,23.1,23.1,378.0,False,java_vector_api,parquet_wide_uncompressed,1000,2_storage_opt
6a10d7e3-d35e-4761-b97f-cf5efab660eb,3,0.003704,0.000277,0.002319,0.0063,0.0,38.1,38.1,380.3,False,java_vector_api,parquet_wide_uncompressed,1000,2_storage_opt
6a10d7e3-d35e-4761-b97f-cf5efab660eb,4,0.003979,0.000313,0.002392,0.006684,0.0,36.4,36.4,382.5,False,java_vector_api,parquet_wide_uncompressed,1000,2_storage_opt
