run_id,timestamp,phase,implementation,language,storage_format,portfolio_scale,portfolio_k,universe_size,seed,repetitions,warmup,drop_cache_attempted,median_total_sec,p10_total_sec,p90_total_sec,median_load_sec,median_compute_sec,throughput,peak_ram_mb,mean_io_read_mb,mean_cpu_pct,peak_cpu_pct,cpu_model,cpu_logical_cores,cpu_physical_cores,ram_gb,gpu_model,python_version,numpy_version,pyarrow_version,blas,git_sha,result_checksum
80237303-245c-4d27-ac18-d53b17573c29,2026-02-19T13:46:15.347584+00:00,2_storage_opt,numba_parallel,python,parquet_wide_uncompressed,100000,15,100,42,5,True,False,0.12293,0.120443,0.136121,0.005018,0.107325,813471.08,440.4,0.0,67.7,100.0,x86_64,28,20,67.2,NVIDIA GeForce RTX 4070 Ti SUPER,3.11.14,2.4.2,23.0.1,,70b0b17,136984a484fd38506cd8cec3b2dfac8807ea02b3f116679a69d71ddfd2523dc6
989068e6-a53c-4296-817d-fe7870b99a89,2026-02-19T13:28:21.673208+00:00,2_storage_opt,numba_parallel,python,parquet_wide_uncompressed,100000,15,100,42,5,True,False,0.119161,0.118363,0.121551,0.004268,0.104362,839200.75,449.8,0.0,66.8,100.0,x86_64,28,20,67.2,NVIDIA GeForce RTX 4070 Ti SUPER,3.11.14,2.4.2,23.0.1,,70b0b17,136984a484fd38506cd8cec3b2dfac8807ea02b3f116679a69d71ddfd2523dc6
c3177181-001e-4e5e-bd4e-a4f377fe62b6,2026-02-19T13:47:47.755818+00:00,2_storage_opt,numba_parallel,python,parquet_wide_uncompressed,100000,15,100,42,5,True,False,0.118172,0.117938,0.13453,0.00429,0.103521,846224.15,450.6,0.0,66.1,100.0,x86_64,28,20,67.2,NVIDIA GeForce RTX 4070 Ti SUPER,3.11.14,2.4.2,23.0.1,,70b0b17,136984a484fd38506cd8cec3b2dfac8807ea02b3f116679a69d71ddfd2523dc6
b0868694-8091-44cc-a1c2-0019adb8d862,2026-02-19T13:46:16.778350+00:00,2_storage_opt,numba_parallel,python,parquet_wide_uncompressed,1000000,15,100,42,5,True,False,1.026857,1.022188,1.064199,0.004844,0.978342,973845.43,2523.0,0.0,70.0,100.0,x86_64,28,20,67.2,NVIDIA GeForce RTX 4070 Ti SUPER,3.11.14,2.4.2,23.0.1,,70b0b17,c2643376624315494cd4695d0c2a7d2df9c7a6208df12c42f55ee806fd05a64e
dc045e28-44ff-49b0-9a11-0485bfb9dcd5,2026-02-19T13:47:48.814439+00:00,2_storage_opt,numba_parallel,python,parquet_wide_uncompressed,1000000,15,100,42,5,True,False,1.086994,1.082807,1.105894,0.004531,0.983337,919968.28,2936.3,0.0,65.7,100.0,x86_64,28,20,67.2,NVIDIA GeForce RTX 4070 Ti SUPER,3.11.14,2.4.2,23.0.1,,70b0b17,c2643376624315494cd4695d0c2a7d2df9c7a6208df12c42f55ee806fd05a64e
f7f3daac-add3-4eae-8d9d-0dd8e47ee925,2026-02-19T13:28:22.733193+00:00,2_storage_opt,numba_parallel,python,parquet_wide_uncompressed,1000000,15,100,42,5,True,False,1.099529,1.082484,1.154371,0.004383,1.052661,909480.33,2546.7,0.0,74.3,100.0,x86_64,28,20,67.2,NVIDIA GeForce RTX 4070 Ti SUPER,3.11.14,2.4.2,23.0.1,,70b0b17,c2643376624315494cd4695d0c2a7d2df9c7a6208df12c42f55ee806fd05a64e
e86a0a5e-f56a-4d4c-9ecd-037647f4880a,2026-02-19T12:27:33.556017+00:00,2_storage_opt,numpy_vectorised,python,parquet_per_stock,100,15,100,42,5,True,True,0.071963,0.070158,0.078492,0.070754,0.000492,1389.6,1288.4,0.0,100.0,100.0,x86_64,28,20,67.2,NVIDIA GeForce RTX 4070 Ti SUPER,3.11.14,2.4.2,23.0.1,,783d9a5,fe2382746d0abea967f13419f1f0f6028466169e8854df17e464ed8f87357e8d
c84860c7-29c0-4b8d-819c-719152ae8693,2026-02-19T12:27:34.022878+00:00,2_storage_opt,numpy_vectorised,python,parquet_per_stock,1000,15,100,42,5,True,True,0.073898,0.071162,0.075494,0.069031,0.002907,13532.17,1167.1,0.0,100.0,100.0,x86_64,28,20,67.2,NVIDIA GeForce RTX 4070 Ti SUPER,3.11.14,2.4.2,23.0.1,,783d9a5,b8315e7d6e83620dfe5d9700fd6c20060e64b47423a36ff327313efff9961924
44c29b50-a630-48fa-9841-61aed014fe1d,2026-02-19T12:27:34.494599+00:00,2_storage_opt,numpy_vectorised,python,parquet_per_stock,100000,15,100,42,5,True,True,0.599806,0.594471,0.636588,0.037679,0.556152,166720.57,3087.2,0.0,26.9,100.0,x86_64,28,20,67.2,NVIDIA GeForce RTX 4070 Ti SUPER,3.11.14,2.4.2,23.0.1,,783d9a5,7ecf54904c99fc9e5fc5e7ee3a2230175deaad58c1dc9faf16b6aca72b2b76c8
4d6bafac-cc5d-486c-9c11-31e9952532b5,2026-02-19T12:27:38.470788+00:00,2_storage_opt,numpy_vectorised,python,parquet_per_stock,1000000,15,100,42,5,True,True,5.662804,5.645471,5.759019,0.038126,5.580439,176590.96,21961.0,0.0,16.8,100.0,x86_64,28,20,67.2,NVIDIA GeForce RTX 4070 Ti SUPER,3.11.14,2.4.2,23.0.1,,783d9a5,41dfcd01e0700f030ee7a410b84737ab00be58261a65d3c64f21c409553df5da
